Date,Bid Price
2010-05-20,8.258
2010-05-21,8.152
2010-05-24,8.115
2010-05-25,8.104
2010-05-26,7.998
2010-05-27,8.062
2010-05-28,8.076
2010-05-31,8.001
2010-06-01,7.948
2010-06-02,7.96
2010-06-03,7.914
2010-06-04,7.926
2010-06-08,8.036
2010-06-09,7.957
2010-06-10,7.919
2010-06-11,7.968
2010-06-15,7.968
2010-06-16,8.0
2010-06-17,8.019
2010-06-18,7.964
2010-06-21,7.958
2010-06-22,7.931
2010-06-23,7.938
2010-06-24,7.881
2010-06-25,7.856
2010-06-28,7.8
2010-06-29,7.826
2010-06-30,7.769
2010-07-01,7.732
2010-07-02,7.745
2010-07-06,7.772
2010-07-07,7.718
2010-07-08,7.684
2010-07-09,7.671
2010-07-12,7.598
2010-07-13,7.586
2010-07-14,7.526
2010-07-15,7.553
2010-07-16,7.473
2010-07-19,7.464
2010-07-21,7.458
2010-07-22,7.531
2010-07-23,7.648
2010-07-26,7.603
2010-07-27,7.688
2010-07-28,7.552
2010-07-29,7.485
2010-07-30,7.427
2010-08-02,7.43
2010-08-03,7.452
2010-08-04,7.333
2010-08-05,7.328
2010-08-06,7.237
2010-08-09,7.222
2010-08-10,7.213
2010-08-11,7.287
2010-08-12,7.303
2010-08-13,7.332
2010-08-17,7.255
2010-08-18,7.152
2010-08-19,7.149
2010-08-20,7.118
2010-08-23,7.158
2010-08-24,7.127
2010-08-25,7.132
2010-08-26,7.165
2010-08-27,7.135
2010-08-30,7.105
2010-08-31,7.108
2010-09-01,7.07
2010-09-02,7.068
2010-09-03,7.106
2010-09-06,7.159
2010-09-07,7.235
2010-09-08,7.304
2010-09-09,7.333
2010-09-10,7.437
2010-09-13,7.378
2010-09-14,7.308
2010-09-15,7.257
2010-09-16,7.185
2010-09-17,7.212
2010-09-20,7.139
2010-09-21,7.206
2010-09-22,7.276
2010-09-23,7.255
2010-09-24,7.255
2010-09-27,7.211
2010-09-28,7.188
2010-09-29,7.202
2010-09-30,7.252
2010-10-01,7.307
2010-10-04,7.367
2010-10-05,7.3
2010-10-06,7.16
2010-10-07,7.089
2010-10-08,6.965
2010-10-11,6.977
2010-10-12,7.036
2010-10-13,7.001
2010-10-14,7.081
2010-10-15,7.084
2010-10-19,7.046
2010-10-20,6.982
2010-10-21,7.023
2010-10-22,7.018
2010-10-25,6.978
2010-10-26,7.047
2010-10-27,7.045
2010-10-28,7.023
2010-10-29,7.013
2010-11-02,7.102
2010-11-03,7.09
2010-11-04,7.025
2010-11-05,6.992
2010-11-08,6.965
2010-11-09,6.991
2010-11-10,7.068
2010-11-11,7.228
2010-11-12,7.319
2010-11-16,7.413
2010-11-17,7.279
2010-11-18,7.281
2010-11-19,7.446
2010-11-22,7.488
2010-11-23,7.581
2010-11-24,7.459
2010-11-25,7.456
2010-11-26,7.526
2010-11-29,7.553
2010-11-30,7.605
2010-12-01,7.489
2010-12-02,7.423
2010-12-03,7.365
2010-12-06,7.346
2010-12-07,7.469
2010-12-09,7.524
2010-12-10,7.589
2010-12-13,7.675
2010-12-14,7.737
2010-12-15,7.741
2010-12-16,7.772
2010-12-17,7.736
2010-12-20,7.739
2010-12-21,7.738
2010-12-22,7.713
2010-12-23,7.721
2010-12-24,7.705
2010-12-27,7.748
2010-12-28,7.7
2010-12-29,7.696
2010-12-30,7.686
2010-12-31,7.686
2011-01-03,7.741
2011-01-04,7.829
2011-01-05,7.877
2011-01-06,7.833
2011-01-07,7.831
2011-01-11,7.747
2011-01-12,7.66
2011-01-13,7.676
2011-01-14,7.79
2011-01-17,7.924
2011-01-18,7.922
2011-01-19,7.858
2011-01-20,7.936
2011-01-21,7.901
2011-01-24,7.99
2011-01-25,7.915
2011-01-26,7.858
2011-01-27,7.907
2011-01-28,7.935
2011-01-31,7.937
2011-02-01,8.009
2011-02-02,7.995
2011-02-03,7.953
2011-02-04,7.971
2011-02-07,8.072
2011-02-08,8.194
2011-02-09,8.17
2011-02-10,8.138
2011-02-11,8.114
2011-02-14,8.234
2011-02-15,8.254
2011-02-16,8.274
2011-02-17,8.231
2011-02-18,8.288
2011-02-21,8.328
2011-02-22,8.331
2011-02-23,8.355
2011-02-24,8.353
2011-02-25,8.293
2011-02-28,8.359
2011-03-01,8.434
2011-03-02,8.37
2011-03-03,8.361
2011-03-04,8.331
2011-03-07,8.33
2011-03-08,8.18
2011-03-09,8.189
2011-03-10,8.212
2011-03-11,8.176
2011-03-14,8.181
2011-03-15,8.197
2011-03-16,8.24
2011-03-17,8.143
2011-03-18,8.148
2011-03-22,8.16
2011-03-23,8.159
2011-03-24,8.31
2011-03-25,8.329
2011-03-28,8.321
2011-03-29,8.315
2011-03-30,8.32
2011-03-31,8.31
2011-04-01,8.276
2011-04-04,8.275
2011-04-05,8.153
2011-04-06,8.153
2011-04-07,8.192
2011-04-08,8.173
2011-04-11,8.156
2011-04-12,8.107
2011-04-13,8.11
2011-04-14,8.139
2011-04-15,8.154
2011-04-18,8.22
2011-04-19,8.189
2011-04-20,8.154
2011-04-25,8.255
2011-04-26,8.294
2011-04-27,8.278
2011-04-28,8.308
2011-04-29,8.304
2011-05-02,8.262
2011-05-03,8.215
2011-05-04,8.206
2011-05-05,8.19
2011-05-06,8.164
2011-05-09,8.132
2011-05-10,8.082
2011-05-11,8.139
2011-05-12,8.128
2011-05-13,8.123
2011-05-16,8.175
2011-05-17,8.115
2011-05-18,8.108
2011-05-19,8.094
2011-05-20,8.101
2011-05-23,8.158
2011-05-24,8.135
2011-05-25,8.137
2011-05-26,8.124
2011-05-27,8.111
2011-05-30,8.091
2011-05-31,8.037
2011-06-01,7.943
2011-06-02,7.94
2011-06-03,7.961
2011-06-08,7.742
2011-06-09,7.789
2011-06-10,7.813
2011-06-13,7.835
2011-06-14,7.8
2011-06-15,7.729
2011-06-16,7.714
2011-06-17,7.686
2011-06-20,7.684
2011-06-21,7.649
2011-06-22,7.676
2011-06-23,7.653
2011-06-24,7.614
2011-06-28,7.618
2011-06-29,7.626
2011-06-30,7.613
2011-07-01,7.624
2011-07-06,7.711
2011-07-07,7.6
2012-02-22,7.38
2012-02-23,7.394
2012-02-24,7.394
2012-02-27,7.349
2012-02-28,7.339
2012-02-29,7.362
2012-03-01,7.346
2012-03-02,7.298
2012-03-05,7.277
2012-03-06,7.248
2012-03-07,7.23
2012-03-08,7.227
2012-03-09,7.217
2012-03-12,7.225
2012-03-13,7.203
2012-03-14,7.286
2012-03-15,7.271
2012-03-16,7.293
2012-03-20,7.351
2012-03-21,7.324
2012-03-22,7.321
2012-03-23,7.282
2012-03-26,7.28
2012-03-27,7.24
2012-03-28,7.228
2012-03-29,7.253
2012-03-30,7.246
2012-04-02,7.225
2012-04-03,7.219
2012-04-04,7.238
2012-04-09,7.136
2012-04-10,7.147
2012-04-11,7.146
2012-04-12,7.119
2012-04-13,7.082
2012-04-16,7.079
2012-04-17,7.083
2012-04-18,7.125
2012-04-19,7.091
2012-04-20,7.1
2012-04-23,7.137
2012-04-24,7.136
2012-04-25,7.126
2012-04-26,7.088
2012-04-27,7.099
2012-04-30,7.106
2012-05-02,7.092
2012-05-03,7.042
2012-05-04,7.055
2012-05-07,7.035
2012-05-08,7.043
2012-05-09,7.078
2012-05-10,7.102
2012-05-11,7.127
2012-05-14,7.177
2012-05-15,7.177
2012-05-16,7.181
2012-05-17,7.168
2012-05-18,7.148
2012-05-22,7.123
2012-05-23,7.179
2012-05-24,7.189
2012-05-25,7.174
2012-05-28,7.154
2012-05-29,7.144
2012-05-30,7.161
2012-05-31,7.173
2012-06-01,7.163
2012-06-04,7.124
2012-06-05,7.089
2012-06-06,7.123
2012-06-07,7.071
2012-06-08,7.066
2012-06-12,7.069
2012-06-13,7.077
2012-06-14,7.101
2012-06-15,7.086
2012-06-19,7.061
2012-06-20,7.059
2012-06-21,7.025
2012-06-22,7.026
2012-06-25,7.026
2012-06-26,7.031
2012-06-27,7.032
2012-06-28,7.044
2012-06-29,7.033
2012-07-03,7.028
2012-07-04,6.992
2012-07-05,6.967
2012-07-06,6.959
2012-07-09,6.988
2012-07-10,6.948
2012-07-11,6.913
2012-07-12,6.895
2012-07-13,6.841
2012-07-16,6.815
2012-07-17,6.844
2012-07-18,6.833
2012-07-19,6.808
2012-07-23,6.788
2012-07-24,6.784
2012-07-25,6.768
2012-07-26,6.738
2012-07-27,6.743
2012-07-30,6.655
2012-07-31,6.63
2012-08-01,6.601
2012-08-02,6.579
2012-08-03,6.569
2012-08-06,6.573
2012-08-08,6.615
2012-08-09,6.64
2012-08-10,6.616
2012-08-13,6.609
2012-08-14,6.595
2012-08-15,6.559
2012-08-16,6.557
2012-08-17,6.544
2012-08-21,6.571
2012-08-22,6.589
2012-08-23,6.618
2012-08-24,6.592
2012-08-27,6.574
2012-08-28,6.569
2012-08-29,6.608
2012-08-30,6.591
2012-08-31,6.578
2012-09-03,6.569
2012-09-04,6.578
2012-09-05,6.588
2012-09-06,6.568
2012-09-07,6.501
2012-09-10,6.468
2012-09-11,6.459
2012-09-12,6.482
2012-09-13,6.458
2012-09-14,6.51
2012-09-17,6.512
2012-09-18,6.501
2012-09-19,6.477
2012-09-20,6.463
2012-09-21,6.392
2012-09-24,6.4
2012-09-25,6.339
2012-09-26,6.339
2012-09-27,6.329
2012-09-28,6.268
2012-10-01,6.248
2012-10-02,6.209
2012-10-03,6.219
2012-10-04,6.203
2012-10-05,6.11
2012-10-08,6.053
2012-10-09,6.042
2012-10-10,6.079
2012-10-11,5.999
2012-10-12,5.96
2012-10-16,5.984
2012-10-17,6.016
2012-10-18,6.086
2012-10-19,6.002
2012-10-22,6.012
2012-10-23,5.999
2012-10-24,6.0
2012-10-25,5.984
2012-10-26,5.96
2012-10-29,6.01
2012-10-30,6.064
2012-10-31,6.078
2012-11-01,6.103
2012-11-02,6.123
2012-11-07,6.093
2012-11-08,6.032
2012-11-09,6.084
2012-11-13,6.094
2012-11-14,6.117
2012-11-15,6.102
2012-11-16,6.095
2012-11-19,6.083
2012-11-20,6.067
2012-11-21,6.054
2012-11-22,6.058
2012-11-23,5.997
2012-11-26,5.932
2012-11-27,5.899
2012-11-28,5.897
2012-11-29,5.902
2012-11-30,5.873
2012-12-03,5.851
2012-12-04,5.863
2012-12-05,5.827
2012-12-06,5.706
2012-12-07,5.707
2012-12-10,5.716
2012-12-11,5.79
2012-12-12,5.88
2012-12-13,5.845
2012-12-14,5.794
2012-12-17,5.8
2012-12-18,5.785
2012-12-19,5.775
2012-12-20,5.767
2012-12-21,5.767
2012-12-27,5.549
2012-12-28,5.475
2013-01-02,5.492
2013-01-03,5.483
2013-01-04,5.495
2013-01-08,5.463
2013-01-09,5.409
2013-01-10,5.359
2013-01-11,5.323
2013-01-14,5.283
2013-01-15,5.303
2013-01-16,5.23
2013-01-17,5.164
2013-01-18,5.156
2013-01-21,5.103
2013-01-22,5.093
2013-01-23,5.059
2013-01-24,5.078
2013-01-25,5.076
2013-01-28,5.106
2013-01-29,5.09
2013-01-30,5.097
2013-01-31,5.083
2013-02-01,5.067
2013-02-04,5.073
2013-02-05,5.062
2013-02-06,5.017
2013-02-07,4.974
2013-02-08,4.986
2013-02-11,4.989
2013-02-12,4.967
2013-02-13,4.945
2013-02-14,4.951
2013-02-15,4.933
2013-02-18,4.932
2013-02-19,4.923
2013-02-20,4.924
2013-02-21,4.872
2013-02-22,4.843
2013-02-25,4.863
2013-02-26,4.868
2013-02-27,4.884
2013-02-28,4.848
2013-03-01,4.848
2013-03-04,4.815
2013-03-05,4.791
2013-03-06,4.727
2013-03-07,4.695
2013-03-08,4.745
2013-03-11,4.769
2013-03-12,4.802
2013-03-13,4.799
2013-03-14,4.807
2013-03-15,4.818
2013-03-18,4.821
2013-03-19,4.906
2013-03-20,4.948
2013-03-21,5.06
2013-03-22,5.098
2013-03-26,4.907
2013-03-27,4.901
2013-04-01,4.999
2013-04-02,5.031
2013-04-03,5.125
2013-04-04,5.126
2013-04-05,4.983
2013-04-08,4.955
2013-04-09,4.981
2013-04-10,4.993
2013-04-11,4.97
2013-04-12,4.992
2013-04-15,4.996
2013-04-16,4.984
2013-04-17,4.934
2013-04-18,4.906
2013-04-19,4.889
2013-04-22,4.857
2013-04-23,4.88
2013-04-24,4.837
2013-04-25,4.839
2013-04-26,4.856
2013-04-29,4.871
2013-04-30,4.883
2013-05-02,4.876
2013-05-03,4.913
2013-05-06,5.021
2013-05-07,5.064
2013-05-08,4.991
2013-05-09,4.956
2013-05-10,5.017
2013-05-14,5.032
2013-05-15,5.047
2013-05-16,5.048
2013-05-17,5.032
2013-05-20,5.029
2013-05-21,5.062
2013-05-22,5.078
2013-05-23,5.213
2013-05-24,5.24
2013-05-27,5.27
2013-05-28,5.328
2013-05-29,5.746
2013-05-30,5.964
2013-05-31,5.992
2013-06-04,6.038
2013-06-05,6.369
2013-06-06,6.59
2013-06-07,6.418
2013-06-11,6.687
2013-06-12,6.78
2013-06-13,6.701
2013-06-14,6.701
2013-06-17,6.589
2013-06-18,6.686
2013-06-19,6.658
2013-06-20,7.105
2013-06-21,7.278
2013-06-24,7.628
2013-06-25,7.32
2013-06-26,7.074
2013-06-27,6.833
2013-06-28,6.908
2013-07-02,6.82
2013-07-03,6.91
2013-07-04,6.879
2013-07-05,6.958
2013-07-08,6.959
2013-07-09,6.915
2013-07-10,6.84
2013-07-11,6.614
2013-07-12,6.652
2013-07-15,6.72
2013-07-16,6.602
2013-07-17,6.609
2013-07-18,6.617
2013-07-19,6.577
2013-07-22,6.53
2013-07-23,6.572
2013-07-24,6.785
2013-07-25,6.832
2013-07-26,6.903
2013-07-29,6.929
2013-07-30,6.943
